source_id,split,variant_id,degradation,severity,severity_name,is_degraded,width,height,aspect_ratio,mean_brightness,brightness_std,dark_ratio,bright_ratio,black_clip_ratio,white_clip_ratio,p01,p05,p50,p95,p99,contrast_range,dynamic_range,laplacian_variance,mean_gradient,std_gradient,mean_saturation,high_saturation_ratio,low_saturation_ratio,noise_estimate,entropy,texture_variation
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__overexposure__s3,overexposure,3,medium,1,640.0,427.0,1.4988290398126465,175.93718164519908,79.30905276909955,0.06374780444964871,0.4616364168618267,3.6592505854800937e-06,0.1661409543325527,24.789999999999964,36.0,207.0,255.0,255.0,219.0,230.21000000000004,1452.4550315101403,60.78252029418945,116.1401596069336,50.324041276346605,0.033639490632318504,0.4501207552693208,10.463473320007324,6.957461833953857,6.559608459472656
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__noise__s3,noise,3,medium,1,640.0,427.0,1.4988290398126465,122.75306645199063,59.752824336692456,0.1317879098360656,0.024681645199063233,6.586651053864169e-05,9.879976580796254e-05,8.0,21.0,138.0,203.0,235.0,182.0,227.0,4446.748828199985,85.67903137207031,84.3407211303711,70.40605971896956,0.04938524590163934,0.27214212529274007,14.404934883117676,7.726558685302734,14.674777030944824
b2cc81a8ab0c23da,train,b2cc81a8ab0c23da__compression__s3,compression,3,medium,1,640.0,427.0,1.4988290398126465,123.13176961358313,58.6788046795353,0.13848067915690868,0.019851434426229508,4.025175644028103e-05,0.00020857728337236533,15.0,24.0,140.0,195.0,233.0,171.0,218.0,818.2946766163003,50.97554016113281,88.87764739990234,57.92403395784543,0.04536372950819672,0.3997401932084309,8.165313720703125,7.553728103637695,5.180725574493408
235537407867a7b8,train,235537407867a7b8__clean,none,0,none,0,640.0,480.0,1.3333333333333333,79.55051432291667,56.342803482723184,0.36151692708333333,0.0040885416666666665,0.011165364583333334,0.0,0.0,3.0,98.0,150.0,176.0,147.0,176.0,709.9334309405855,36.764198303222656,70.89424133300781,148.52215494791668,0.22706380208333332,0.012298177083333334,6.863987922668457,7.04678201675415,5.697877407073975
235537407867a7b8,train,235537407867a7b8__blur__s3,blur,3,medium,1,640.0,480.0,1.3333333333333333,79.553056640625,54.77504823321673,0.35288411458333335,0.0006282552083333333,4.8828125e-05,0.0,2.0,3.0,100.0,147.0,164.0,144.0,162.0,8.582301431433358,16.932085037231445,35.91811752319336,149.62742513020834,0.246416015625,0.0042936197916666665,1.2227379083633423,6.9254302978515625,1.0612308979034424
235537407867a7b8,train,235537407867a7b8__motion_blur__s3,motion_blur,3,medium,1,640.0,480.0,1.3333333333333333,79.54585286458334,54.56143684878902,0.352255859375,0.0010123697916666666,0.000205078125,0.0,2.0,3.0,101.0,146.0,161.0,143.0,159.0,41.39378909297519,18.352197647094727,41.11711883544922,149.134462890625,0.24446614583333334,0.004938151041666667,2.3370938301086426,6.914447784423828,1.7194201946258545
235537407867a7b8,train,235537407867a7b8__underexposure__s3,underexposure,3,medium,1,640.0,480.0,1.3333333333333333,43.27648111979167,30.992836352867208,0.428359375,0.0,0.020869140625,0.0,0.0,1.0,54.0,82.0,96.0,81.0,96.0,163.76183268228104,19.81094741821289,39.42678451538086,148.45008138020833,0.2546028645833333,0.033001302083333336,3.587090253829956,6.151165962219238,2.785505771636963
235537407867a7b8,train,235537407867a7b8__overexposure__s3,overexposure,3,medium,1,640.0,480.0,1.3333333333333333,116.49878255208333,81.10444585742965,0.319990234375,0.04985026041666667,0.0069759114583333335,0.00021158854166666667,1.0,4.0,146.0,215.0,245.0,211.0,244.0,920.2131104634497,47.0243034362793,82.77444458007812,146.84457356770832,0.22656901041666666,0.014329427083333334,7.980415344238281,7.483643054962158,6.797239780426025
235537407867a7b8,train,235537407867a7b8__noise__s3,noise,3,medium,1,640.0,480.0,1.3333333333333333,80.750068359375,55.25729682616034,0.34979166666666667,0.004127604166666667,0.003352864583333333,6.510416666666667e-06,1.0,4.0,94.0,156.0,181.0,152.0,180.0,3518.6833612975647,67.34233856201172,69.73817443847656,140.99904947916667,0.19640299479166667,0.011083984375,12.507648468017578,7.27504825592041,12.682486534118652
235537407867a7b8,train,235537407867a7b8__compression__s3,compression,3,medium,1,640.0,480.0,1.3333333333333333,79.52368489583333,56.12584242328685,0.361240234375,0.0038248697916666665,0.0003515625,0.0,2.0,2.0,99.0,149.0,176.0,147.0,174.0,328.27967416568333,30.4121150970459,70.38972473144531,144.14694986979165,0.225087890625,0.038177083333333334,5.6428961753845215,6.874537467956543,3.5374059677124023
